ID,ID Partido,Temperatura,Unidad
19008,19008,26.98,Centigrados
19009,19009,26.15,Centigrados
19010,19010,31.14,Centigrados
19011,19011,28.85,Centigrados
19012,19012,27.67,Centigrados
19013,19013,28.68,Centigrados
19014,19014,28.31,Centigrados
19015,19015,25.99,Centigrados
19016,19016,33.95,Centigrados
19017,19017,31.69,Centigrados
19018,19018,34.43,Centigrados
19019,19019,26,Centigrados
19020,19020,34.51,Centigrados
19021,19021,27.27,Centigrados
19022,19022,31.65,Centigrados
19023,19023,27.88,Centigrados
19024,19024,29.8,Centigrados
19025,19025,36.89,Centigrados
19026,19026,28.72,Centigrados
19027,19027,29.47,Centigrados
19028,19028,26.2,Centigrados
19029,19029,32.8,Centigrados
19030,19030,26.92,Centigrados
19031,19031,29.97,Centigrados
19032,19032,35.31,Centigrados
19033,19033,28.74,Centigrados
19034,19034,28.47,Centigrados
19035,19035,36.79,Centigrados
19036,19036,30.18,Centigrados
19037,19037,24.9,Centigrados
19038,19038,36.05,Centigrados
19039,19039,31.2,Centigrados
19040,19040,26.32,Centigrados
19041,19041,34.72,Centigrados
19042,19042,29.48,Centigrados
19043,19043,33.85,Centigrados
19044,19044,25.51,Centigrados
19045,19045,29.37,Centigrados
19046,19046,30.92,Centigrados
19047,19047,29.73,Centigrados
19048,19048,26.67,Centigrados
19049,19049,26.09,Centigrados
19050,19050,32.11,Centigrados
19051,19051,29.83,Centigrados
19052,19052,34.53,Centigrados
19053,19053,28.86,Centigrados
19054,19054,26.3,Centigrados
19055,19055,33.56,Centigrados
19056,19056,26.92,Centigrados
19057,19057,28.64,Centigrados
19058,19058,33.37,Centigrados
19059,19059,27.95,Centigrados
19060,19060,28.3,Centigrados
19061,19061,22.84,Centigrados
19062,19062,19.9,Centigrados
19063,19063,30.94,Centigrados
19064,19064,26.36,Centigrados
19065,19065,32.4,Centigrados
19066,19066,21.76,Centigrados
19067,19067,33.44,Centigrados
19068,19068,23.29,Centigrados
19069,19069,20.43,Centigrados
19070,19070,23.92,Centigrados
19071,19071,32.09,Centigrados
19072,19072,30.74,Centigrados
19073,19073,31.54,Centigrados
19074,19074,31.76,Centigrados
19075,19075,19.54,Centigrados
19076,19076,23.78,Centigrados
19077,19077,26.64,Centigrados
19078,19078,23.37,Centigrados
19079,19079,29.08,Centigrados
19080,19080,24.58,Centigrados
19081,19081,29.93,Centigrados
19082,19082,31.64,Centigrados
19083,19083,28.7,Centigrados
19084,19084,21.59,Centigrados
19085,19085,23.33,Centigrados
19086,19086,19.42,Centigrados
19087,19087,19.8,Centigrados
19088,19088,23.36,Centigrados
19089,19089,27.93,Centigrados
19090,19090,23.03,Centigrados
19091,19091,31.8,Centigrados
19092,19092,30.34,Centigrados
19093,19093,21.15,Centigrados
19094,19094,22.41,Centigrados
19095,19095,33.78,Centigrados
19096,19096,31.05,Centigrados
19097,19097,19.05,Centigrados
19098,19098,25.39,Centigrados
19099,19099,12.51,Centigrados
19100,19100,26.68,Centigrados
19101,19101,17.81,Centigrados
19102,19102,14.28,Centigrados
19103,19103,25.49,Centigrados
19104,19104,26.28,Centigrados
19105,19105,24.39,Centigrados
19106,19106,24.54,Centigrados
19107,19107,25.26,Centigrados
19108,19108,21.84,Centigrados
19109,19109,22.2,Centigrados
19110,19110,22.19,Centigrados
19111,19111,13.97,Centigrados
19112,19112,25.42,Centigrados
19113,19113,26.71,Centigrados
19114,19114,22.4,Centigrados
19115,19115,16.25,Centigrados
19116,19116,19.05,Centigrados
19117,19117,24.46,Centigrados
19118,19118,27.51,Centigrados
19119,19119,25.11,Centigrados
19120,19120,26.45,Centigrados
19121,19121,18.56,Centigrados
19122,19122,15.63,Centigrados
19123,19123,10.86,Centigrados
19124,19124,13.09,Centigrados
19125,19125,14.23,Centigrados
19126,19126,9.96,Centigrados
19127,19127,13.21,Centigrados
19128,19128,18.88,Centigrados
19129,19129,19.94,Centigrados
19130,19130,18.14,Centigrados
19131,19131,14.78,Centigrados
19132,19132,20.88,Centigrados
19133,19133,18.28,Centigrados
19134,19134,18.1,Centigrados
19135,19135,23.88,Centigrados
19136,19136,17.17,Centigrados
19137,19137,9.6,Centigrados
19138,19138,22.27,Centigrados
19139,19139,12.6,Centigrados
19140,19140,20.51,Centigrados
19141,19141,20.95,Centigrados
19142,19142,20.93,Centigrados
19143,19143,19.07,Centigrados
19144,19144,19.81,Centigrados
19145,19145,17.9,Centigrados
19146,19146,23.35,Centigrados
19147,19147,16.23,Centigrados
19148,19148,19.69,Centigrados
19149,19149,23.35,Centigrados
19150,19150,22.71,Centigrados
19151,19151,10.51,Centigrados
19152,19152,12.59,Centigrados
19153,19153,15.57,Centigrados
19154,19154,11.14,Centigrados
19155,19155,10.61,Centigrados
19156,19156,13.53,Centigrados
19157,19157,14.76,Centigrados
19158,19158,14.39,Centigrados
19159,19159,23,Centigrados
19160,19160,12.62,Centigrados
19161,19161,24.7,Centigrados
19162,19162,20.2,Centigrados
19163,19163,19.54,Centigrados
19164,19164,14.25,Centigrados
19165,19165,11.34,Centigrados
19166,19166,20.84,Centigrados
19167,19167,19.61,Centigrados
19168,19168,12.37,Centigrados
19169,19169,19.63,Centigrados
19170,19170,17.42,Centigrados
19171,19171,23.35,Centigrados
19172,19172,12.25,Centigrados
19173,19173,24.1,Centigrados
19174,19174,24.68,Centigrados
19175,19175,16.47,Centigrados
19176,19176,16.96,Centigrados
19177,19177,20.8,Centigrados
19178,19178,22.87,Centigrados
19179,19179,12.83,Centigrados
19180,19180,20.72,Centigrados
19181,19181,10.98,Centigrados
19182,19182,10.88,Centigrados
19183,19183,23.62,Centigrados
19184,19184,18.79,Centigrados
19185,19185,13.57,Centigrados
19186,19186,24.38,Centigrados
19187,19187,17.43,Centigrados
19188,19188,10.43,Centigrados
19189,19189,22.54,Centigrados
19190,19190,19.48,Centigrados
19191,19191,12.92,Centigrados
19192,19192,11.56,Centigrados
19193,19193,23.71,Centigrados
19194,19194,23.92,Centigrados
19195,19195,24.85,Centigrados
19196,19196,12.27,Centigrados
19197,19197,20.45,Centigrados
19198,19198,18.72,Centigrados
19199,19199,22.2,Centigrados
19200,19200,13.48,Centigrados
19201,19201,15.45,Centigrados
19202,19202,25.25,Centigrados
19203,19203,10.97,Centigrados
19204,19204,18.82,Centigrados
19205,19205,27.01,Centigrados
19206,19206,14.69,Centigrados
19207,19207,17.2,Centigrados
19208,19208,25.19,Centigrados
19209,19209,19.46,Centigrados
19210,19210,15.61,Centigrados
19211,19211,14.26,Centigrados
19212,19212,24.72,Centigrados
19213,19213,23.08,Centigrados
19214,19214,19.53,Centigrados
19215,19215,23.37,Centigrados
19216,19216,23.21,Centigrados
19217,19217,16.63,Centigrados
19218,19218,24.56,Centigrados
19219,19219,11.32,Centigrados
19220,19220,16.46,Centigrados
19221,19221,18.17,Centigrados
19222,19222,13.33,Centigrados
19223,19223,15.9,Centigrados
19224,19224,25.28,Centigrados
19225,19225,16.33,Centigrados
19226,19226,24.81,Centigrados
19227,19227,23.56,Centigrados
19228,19228,25.84,Centigrados
19229,19229,13.47,Centigrados
19230,19230,15.17,Centigrados
19231,19231,13.22,Centigrados
19232,19232,24.7,Centigrados
19233,19233,14.73,Centigrados
19234,19234,12.91,Centigrados
19235,19235,19.63,Centigrados
19236,19236,27.02,Centigrados
19237,19237,17.34,Centigrados
19238,19238,23.18,Centigrados
19239,19239,15.18,Centigrados
19240,19240,13.84,Centigrados
19241,19241,23.6,Centigrados
19242,19242,26.76,Centigrados
19243,19243,21.28,Centigrados
19244,19244,25.49,Centigrados
19245,19245,30.13,Centigrados
19246,19246,23.35,Centigrados
19247,19247,27.55,Centigrados
19248,19248,25.04,Centigrados
19249,19249,19.08,Centigrados
19250,19250,28.03,Centigrados
19251,19251,24.34,Centigrados
19252,19252,16.39,Centigrados
19253,19253,20.05,Centigrados
19254,19254,28.48,Centigrados
19255,19255,29.41,Centigrados
19256,19256,20.53,Centigrados
19257,19257,30.37,Centigrados
19258,19258,18.14,Centigrados
19259,19259,25.63,Centigrados
19260,19260,27.79,Centigrados
19261,19261,16.58,Centigrados
19262,19262,29.33,Centigrados
19263,19263,20.99,Centigrados
19264,19264,30.22,Centigrados
19265,19265,16.14,Centigrados
19266,19266,30.69,Centigrados
19267,19267,30.89,Centigrados
19268,19268,15.06,Centigrados
19269,19269,25.26,Centigrados
19270,19270,21.66,Centigrados
19271,19271,15.07,Centigrados
19272,19272,25.02,Centigrados
19273,19273,23.97,Centigrados
19274,19274,27.65,Centigrados
19275,19275,15.46,Centigrados
19276,19276,24.99,Centigrados
19277,19277,30.15,Centigrados
19278,19278,30.17,Centigrados
19279,19279,28.28,Centigrados
19280,19280,19.07,Centigrados
19281,19281,25.14,Centigrados
19282,19282,19.28,Centigrados
19283,19283,20.4,Centigrados
19284,19284,16.67,Centigrados
19285,19285,27.12,Centigrados
19286,19286,30.38,Centigrados
19287,19287,24.87,Centigrados
19288,19288,25.92,Centigrados
19289,19289,16.04,Centigrados
19290,19290,19.93,Centigrados
19291,19291,19.63,Centigrados
19292,19292,25.62,Centigrados
19293,19293,14.31,Centigrados
19294,19294,28.59,Centigrados
19295,19295,33.54,Centigrados
19296,19296,23.82,Centigrados
19297,19297,31.15,Centigrados
19298,19298,31.04,Centigrados
19299,19299,20.83,Centigrados
19300,19300,25.2,Centigrados
19301,19301,20.69,Centigrados
19302,19302,24.49,Centigrados
19303,19303,23.92,Centigrados
19304,19304,20.11,Centigrados
19305,19305,34.26,Centigrados
19306,19306,33.04,Centigrados
19307,19307,21.98,Centigrados
19308,19308,33.19,Centigrados
19309,19309,32.96,Centigrados
19310,19310,31.63,Centigrados
19311,19311,31.49,Centigrados
19312,19312,32.88,Centigrados
19313,19313,29.12,Centigrados
19314,19314,36.86,Centigrados
19315,19315,28.25,Centigrados
19316,19316,34.06,Centigrados
19317,19317,30.15,Centigrados
19318,19318,28.9,Centigrados
19319,19319,28,Centigrados
19320,19320,29.16,Centigrados
19321,19321,30.61,Centigrados
19322,19322,25.84,Centigrados
19323,19323,26.93,Centigrados
19324,19324,32.13,Centigrados
19325,19325,26.7,Centigrados
19326,19326,30.89,Centigrados
19327,19327,31.05,Centigrados
19328,19328,34.53,Centigrados
19329,19329,36.69,Centigrados
19330,19330,30.98,Centigrados
19331,19331,32.11,Centigrados
19332,19332,33.46,Centigrados
19333,19333,33.67,Centigrados
19334,19334,27.49,Centigrados
19335,19335,27.51,Centigrados
19336,19336,30.13,Centigrados
19337,19337,28,Centigrados
19338,19338,34.24,Centigrados
19339,19339,30.01,Centigrados
19340,19340,33.13,Centigrados
19341,19341,26.26,Centigrados
19342,19342,29.24,Centigrados
19343,19343,32.52,Centigrados
19344,19344,27.85,Centigrados
19345,19345,36.58,Centigrados
19346,19346,24.84,Centigrados
19347,19347,27.63,Centigrados
19348,19348,35.01,Centigrados
19349,19349,35.66,Centigrados
19350,19350,29.77,Centigrados
19351,19351,27.34,Centigrados
19352,19352,28.28,Centigrados
19353,19353,34.59,Centigrados
19354,19354,31.06,Centigrados
19355,19355,29.22,Centigrados
19356,19356,36.75,Centigrados
19357,19357,36.17,Centigrados
19358,19358,32.19,Centigrados
19359,19359,27.5,Centigrados
19360,19360,35.95,Centigrados
19361,19361,34.23,Centigrados
19362,19362,34.46,Centigrados
19363,19363,28.48,Centigrados
19364,19364,26.16,Centigrados
19365,19365,28.45,Centigrados
19366,19366,36.2,Centigrados
19367,19367,36.79,Centigrados
19368,19368,35.67,Centigrados
19369,19369,28.91,Centigrados
19370,19370,36.34,Centigrados
19371,19371,32.75,Centigrados
19372,19372,31.19,Centigrados
19373,19373,28.4,Centigrados
19374,19374,22.92,Centigrados
19375,19375,32.89,Centigrados
19376,19376,26.34,Centigrados
19377,19377,20.8,Centigrados
19378,19378,23.87,Centigrados
19379,19379,33.05,Centigrados
19380,19380,29,Centigrados
19381,19381,30.52,Centigrados
19382,19382,26.63,Centigrados
19383,19383,32.34,Centigrados
19384,19384,21.03,Centigrados
19385,19385,28.12,Centigrados
19386,19386,21.7,Centigrados
19387,19387,28.74,Centigrados
19388,19388,33,Centigrados
19389,19389,24.93,Centigrados
19390,19390,19,Centigrados
19391,19391,23.98,Centigrados
19392,19392,20.34,Centigrados
19393,19393,27.15,Centigrados
19394,19394,26.39,Centigrados
19395,19395,24.21,Centigrados
19396,19396,21.19,Centigrados
19397,19397,23.74,Centigrados
19398,19398,29.21,Centigrados
19399,19399,29.85,Centigrados
19400,19400,24.75,Centigrados
19401,19401,22.83,Centigrados
19402,19402,23.66,Centigrados
19403,19403,21.57,Centigrados
19404,19404,15.02,Centigrados
19405,19405,14.36,Centigrados
19406,19406,24.45,Centigrados
19407,19407,18.45,Centigrados
19408,19408,26.61,Centigrados
19409,19409,26.5,Centigrados
19410,19410,18.67,Centigrados
19411,19411,13.45,Centigrados
19412,19412,13.05,Centigrados
19413,19413,15.65,Centigrados
19414,19414,26.78,Centigrados
19415,19415,17.63,Centigrados
19416,19416,17.13,Centigrados
19417,19417,18.1,Centigrados
19418,19418,22.57,Centigrados
19419,19419,19.16,Centigrados
19420,19420,25.01,Centigrados
19421,19421,16.72,Centigrados
19422,19422,16.15,Centigrados
19423,19423,14.85,Centigrados
19424,19424,15.38,Centigrados
19425,19425,20.88,Centigrados
19426,19426,27.87,Centigrados
19427,19427,18.92,Centigrados
19428,19428,23.6,Centigrados
19429,19429,14.19,Centigrados
19430,19430,17.94,Centigrados
19431,19431,22.68,Centigrados
19432,19432,24.93,Centigrados
19433,19433,13.33,Centigrados
19434,19434,20.35,Centigrados
19435,19435,15.25,Centigrados
19436,19436,15.7,Centigrados
19437,19437,27.72,Centigrados
19438,19438,23.09,Centigrados
19439,19439,9.33,Centigrados
19440,19440,9.38,Centigrados
19441,19441,16.7,Centigrados
19442,19442,22.69,Centigrados
19443,19443,13.74,Centigrados
19444,19444,15.47,Centigrados
19445,19445,16.69,Centigrados
19446,19446,16.83,Centigrados
19447,19447,20.06,Centigrados
19448,19448,16.8,Centigrados
19449,19449,11.37,Centigrados
19450,19450,22.85,Centigrados
19451,19451,20.17,Centigrados
19452,19452,21.71,Centigrados
19453,19453,19.22,Centigrados
19454,19454,16.55,Centigrados
19455,19455,14.04,Centigrados
19456,19456,13.52,Centigrados
19457,19457,13.74,Centigrados
19458,19458,21.98,Centigrados
19459,19459,13.99,Centigrados
19460,19460,11.01,Centigrados
19461,19461,13.85,Centigrados
19462,19462,18.78,Centigrados
19463,19463,23.58,Centigrados
19464,19464,10.48,Centigrados
19465,19465,8.96,Centigrados
19466,19466,19.26,Centigrados
19467,19467,11.66,Centigrados
19468,19468,18.67,Centigrados
19469,19469,14.24,Centigrados
19470,19470,9.84,Centigrados
19471,19471,11.37,Centigrados
19472,19472,13.01,Centigrados
19473,19473,19.39,Centigrados
19474,19474,12.12,Centigrados
19475,19475,20.64,Centigrados
19476,19476,8.43,Centigrados
19477,19477,16.24,Centigrados
19478,19478,22.14,Centigrados
19479,19479,12.87,Centigrados
19480,19480,9.01,Centigrados
19481,19481,9.03,Centigrados
19482,19482,13.04,Centigrados
19483,19483,17.54,Centigrados
19484,19484,18.41,Centigrados
19485,19485,16.18,Centigrados
19486,19486,14.22,Centigrados
19487,19487,21.52,Centigrados
19488,19488,17.14,Centigrados
19489,19489,9.68,Centigrados
19490,19490,12.95,Centigrados
19491,19491,17.15,Centigrados
19492,19492,25.26,Centigrados
19493,19493,12.15,Centigrados
19494,19494,13.03,Centigrados
19495,19495,20.91,Centigrados
19496,19496,16.51,Centigrados
19497,19497,22.89,Centigrados
19498,19498,15.55,Centigrados
19499,19499,15.33,Centigrados
19500,19500,25.46,Centigrados
19501,19501,22.49,Centigrados
19502,19502,19.17,Centigrados
19503,19503,10.33,Centigrados
19504,19504,14.4,Centigrados
19505,19505,20.33,Centigrados
19506,19506,15.76,Centigrados
19507,19507,11.5,Centigrados
19508,19508,10.53,Centigrados
19509,19509,17.04,Centigrados
19510,19510,11.95,Centigrados
19511,19511,21.49,Centigrados
19512,19512,14.46,Centigrados
19513,19513,23.16,Centigrados
19514,19514,23.58,Centigrados
19515,19515,9.68,Centigrados
19516,19516,20.38,Centigrados
19517,19517,22.19,Centigrados
19518,19518,18.39,Centigrados
19519,19519,25.79,Centigrados
19520,19520,24.24,Centigrados
19521,19521,13.82,Centigrados
19522,19522,20.69,Centigrados
19523,19523,22.08,Centigrados
19524,19524,18.79,Centigrados
19525,19525,14.04,Centigrados
19526,19526,15.41,Centigrados
19527,19527,14.6,Centigrados
19528,19528,23.4,Centigrados
19529,19529,19.44,Centigrados
19530,19530,24.57,Centigrados
19531,19531,18.46,Centigrados
19532,19532,14.69,Centigrados
19533,19533,25.06,Centigrados
19534,19534,24.06,Centigrados
19535,19535,16.63,Centigrados
19536,19536,14.7,Centigrados
19537,19537,11.36,Centigrados
19538,19538,13.91,Centigrados
19539,19539,16.38,Centigrados
19540,19540,20.27,Centigrados
19541,19541,25.56,Centigrados
19542,19542,18.97,Centigrados
19543,19543,24.66,Centigrados
19544,19544,22.02,Centigrados
19545,19545,12.65,Centigrados
19546,19546,25.41,Centigrados
19547,19547,25.09,Centigrados
19548,19548,12.49,Centigrados
19549,19549,18.06,Centigrados
19550,19550,24.32,Centigrados
19551,19551,17.63,Centigrados
19552,19552,20.95,Centigrados
19553,19553,18.52,Centigrados
19554,19554,28.09,Centigrados
19555,19555,15.58,Centigrados
19556,19556,27.55,Centigrados
19557,19557,30.76,Centigrados
19558,19558,15.35,Centigrados
19559,19559,20.41,Centigrados
19560,19560,20.2,Centigrados
19561,19561,29.62,Centigrados
19562,19562,18.96,Centigrados
19563,19563,29.71,Centigrados
19564,19564,21.26,Centigrados
19565,19565,24.07,Centigrados
19566,19566,29.8,Centigrados
19567,19567,18.64,Centigrados
19568,19568,21.29,Centigrados
19569,19569,15.7,Centigrados
19570,19570,23.67,Centigrados
19571,19571,23.43,Centigrados
19572,19572,16.64,Centigrados
19573,19573,15.25,Centigrados
19574,19574,24.61,Centigrados
19575,19575,21.06,Centigrados
19576,19576,25.64,Centigrados
19577,19577,19.35,Centigrados
19578,19578,27.73,Centigrados
19579,19579,23.51,Centigrados
19580,19580,18.04,Centigrados
19581,19581,25.44,Centigrados
19582,19582,30.8,Centigrados
19583,19583,29.41,Centigrados
19584,19584,15.16,Centigrados
19585,19585,16.29,Centigrados
19586,19586,21.57,Centigrados
19587,19587,26.97,Centigrados
19588,19588,14.03,Centigrados
19589,19589,23.75,Centigrados
19590,19590,19.89,Centigrados
19591,19591,26.21,Centigrados
19592,19592,17.88,Centigrados
19593,19593,18.5,Centigrados
19594,19594,33.02,Centigrados
19595,19595,23.19,Centigrados
19596,19596,22.86,Centigrados
19597,19597,32.96,Centigrados
19598,19598,26.96,Centigrados
19599,19599,28.86,Centigrados
19600,19600,22.99,Centigrados
19601,19601,27.6,Centigrados
19602,19602,21.7,Centigrados
19603,19603,25.34,Centigrados
19604,19604,18.78,Centigrados
19605,19605,23.33,Centigrados
19606,19606,32.21,Centigrados
19607,19607,22.1,Centigrados
19608,19608,19.18,Centigrados
19609,19609,25.13,Centigrados
19610,19610,18.38,Centigrados
19611,19611,21.65,Centigrados
19612,19612,28.41,Centigrados
19613,19613,31.01,Centigrados
19614,19614,30.56,Centigrados
19615,19615,34.17,Centigrados
19616,19616,33.4,Centigrados
19617,19617,20.46,Centigrados
19618,19618,18.46,Centigrados
19619,19619,34.91,Centigrados
19620,19620,37.75,Centigrados
19621,19621,33.39,Centigrados
19622,19622,37.7,Centigrados
19623,19623,26.47,Centigrados
19624,19624,28.06,Centigrados
19625,19625,32.97,Centigrados
19626,19626,30.89,Centigrados
19627,19627,35.27,Centigrados
19628,19628,30.4,Centigrados
19629,19629,33.32,Centigrados
19630,19630,28.34,Centigrados
19631,19631,31.64,Centigrados
19632,19632,34.15,Centigrados
19633,19633,28.99,Centigrados
19634,19634,34.71,Centigrados
19635,19635,30.59,Centigrados
19636,19636,35.47,Centigrados
19637,19637,26.92,Centigrados
19638,19638,36.48,Centigrados
19639,19639,36.08,Centigrados
19640,19640,25.89,Centigrados
19641,19641,34.24,Centigrados
19642,19642,35.87,Centigrados
19643,19643,27.34,Centigrados
19644,19644,34.14,Centigrados
19645,19645,36.84,Centigrados
19646,19646,27.63,Centigrados
19647,19647,33.53,Centigrados
19648,19648,31.88,Centigrados
19649,19649,28.69,Centigrados
19650,19650,30.11,Centigrados
19651,19651,29.88,Centigrados
19652,19652,33.14,Centigrados
19653,19653,27.91,Centigrados
19654,19654,36.61,Centigrados
19655,19655,36.66,Centigrados
19656,19656,26.6,Centigrados
19657,19657,24.94,Centigrados
19658,19658,32.2,Centigrados
19659,19659,34.83,Centigrados
19660,19660,35.31,Centigrados
19661,19661,32.16,Centigrados
19662,19662,29.54,Centigrados
19663,19663,31.61,Centigrados
19664,19664,36.8,Centigrados
19665,19665,25.35,Centigrados
19666,19666,29,Centigrados
19667,19667,29.17,Centigrados
19668,19668,30.72,Centigrados
19669,19669,31.52,Centigrados
19670,19670,33.96,Centigrados
19671,19671,33.84,Centigrados
19672,19672,24.91,Centigrados
19673,19673,31.08,Centigrados
19674,19674,28.42,Centigrados
19675,19675,25.87,Centigrados
19676,19676,35.54,Centigrados
19677,19677,25.49,Centigrados
19678,19678,29.6,Centigrados
19679,19679,36.7,Centigrados
19680,19680,26.84,Centigrados
19681,19681,28.52,Centigrados
19682,19682,34.39,Centigrados
19683,19683,35.6,Centigrados
19684,19684,30.32,Centigrados
19685,19685,31.44,Centigrados
19686,19686,34.77,Centigrados
19687,19687,28.97,Centigrados
19688,19688,28.7,Centigrados
19689,19689,25.18,Centigrados
19690,19690,32.98,Centigrados
19691,19691,31.69,Centigrados
19692,19692,22.92,Centigrados
19693,19693,30.5,Centigrados
19694,19694,25.9,Centigrados
19695,19695,24.61,Centigrados
19696,19696,31.58,Centigrados
19697,19697,24.74,Centigrados
19698,19698,26.77,Centigrados
19699,19699,26.33,Centigrados
19700,19700,30.86,Centigrados
19701,19701,23.58,Centigrados
19702,19702,26.67,Centigrados
19703,19703,24.34,Centigrados
19704,19704,33.41,Centigrados
19705,19705,28.82,Centigrados
19706,19706,25.49,Centigrados
19707,19707,25.89,Centigrados
19708,19708,30.49,Centigrados
19709,19709,33.34,Centigrados
19710,19710,29.79,Centigrados
19711,19711,27.58,Centigrados
19712,19712,28.14,Centigrados
19713,19713,20.85,Centigrados
19714,19714,19.86,Centigrados
19715,19715,19.44,Centigrados
19716,19716,22.85,Centigrados
19717,19717,25.73,Centigrados
19718,19718,25.37,Centigrados
19719,19719,13,Centigrados
19720,19720,24.27,Centigrados
19721,19721,18.55,Centigrados
19722,19722,26.36,Centigrados
19723,19723,13.41,Centigrados
19724,19724,13.5,Centigrados
19725,19725,26.79,Centigrados
19726,19726,18.99,Centigrados
19727,19727,18.32,Centigrados
19728,19728,15.87,Centigrados
19729,19729,22.1,Centigrados
19730,19730,21.72,Centigrados
19731,19731,22.86,Centigrados
19732,19732,14.5,Centigrados
19733,19733,21.71,Centigrados
19734,19734,12.96,Centigrados
19735,19735,18.38,Centigrados
19736,19736,24.16,Centigrados
19737,19737,25.65,Centigrados
19738,19738,16.4,Centigrados
19739,19739,16.51,Centigrados
19740,19740,25.43,Centigrados
19741,19741,24.85,Centigrados
19742,19742,27.23,Centigrados
19743,19743,27.5,Centigrados
19744,19744,23.31,Centigrados
19745,19745,15.27,Centigrados
19746,19746,17.79,Centigrados
19747,19747,14.42,Centigrados
19748,19748,10.55,Centigrados
19749,19749,14.03,Centigrados
19750,19750,23.89,Centigrados
19751,19751,19.86,Centigrados
19752,19752,15.18,Centigrados
19753,19753,11,Centigrados
19754,19754,16.57,Centigrados
19755,19755,14.86,Centigrados
19756,19756,18.94,Centigrados
19757,19757,18.19,Centigrados
19758,19758,12.4,Centigrados
19759,19759,15.56,Centigrados
19760,19760,16.35,Centigrados
19761,19761,9.37,Centigrados
19762,19762,19.78,Centigrados
19763,19763,17.49,Centigrados
19764,19764,9.97,Centigrados
19765,19765,12.75,Centigrados
19766,19766,15.68,Centigrados
19767,19767,9.13,Centigrados
19768,19768,14.01,Centigrados
19769,19769,17.29,Centigrados
19770,19770,10.79,Centigrados
19771,19771,13.96,Centigrados
19772,19772,12.7,Centigrados
19773,19773,8.88,Centigrados
19774,19774,20.63,Centigrados
19775,19775,21.77,Centigrados
19776,19776,18.62,Centigrados
19777,19777,20.21,Centigrados
19778,19778,13.22,Centigrados
19779,19779,11.67,Centigrados
19780,19780,19.44,Centigrados
19781,19781,11.42,Centigrados
19782,19782,20.56,Centigrados
19783,19783,16.7,Centigrados
19784,19784,21.74,Centigrados
19785,19785,17.55,Centigrados
19786,19786,10.73,Centigrados
19787,19787,17.65,Centigrados
19788,19788,15.65,Centigrados
19789,19789,9.3,Centigrados
19790,19790,11.06,Centigrados
19791,19791,16.9,Centigrados
19792,19792,21.44,Centigrados
19793,19793,20.46,Centigrados
19794,19794,23.08,Centigrados
19795,19795,19.89,Centigrados
19796,19796,22.38,Centigrados
19797,19797,19.23,Centigrados
19798,19798,24.86,Centigrados
19799,19799,18.48,Centigrados
19800,19800,14.07,Centigrados
19801,19801,22.5,Centigrados
19802,19802,13.16,Centigrados
19803,19803,13.66,Centigrados
19804,19804,22.37,Centigrados
19805,19805,24.67,Centigrados
19806,19806,22.99,Centigrados
19807,19807,18.4,Centigrados
19808,19808,11,Centigrados
19809,19809,13.89,Centigrados
19810,19810,17.4,Centigrados
19811,19811,16.86,Centigrados
19812,19812,20.71,Centigrados
19813,19813,13.56,Centigrados
19814,19814,20.72,Centigrados
19815,19815,12.99,Centigrados
19816,19816,21.84,Centigrados
19817,19817,23.7,Centigrados
19818,19818,9.87,Centigrados
19819,19819,24.82,Centigrados
19820,19820,18.04,Centigrados
19821,19821,19.96,Centigrados
19822,19822,13.98,Centigrados
19823,19823,16.64,Centigrados
19824,19824,19.03,Centigrados
19825,19825,24.18,Centigrados
19826,19826,14.31,Centigrados
19827,19827,21.4,Centigrados
19828,19828,12.75,Centigrados
19829,19829,23.73,Centigrados
19830,19830,10.75,Centigrados
19831,19831,16.49,Centigrados
19832,19832,10.76,Centigrados
19833,19833,19.89,Centigrados
19834,19834,18.18,Centigrados
19835,19835,24.91,Centigrados
19836,19836,17.54,Centigrados
19837,19837,17.94,Centigrados
19838,19838,18.98,Centigrados
19839,19839,11.81,Centigrados
19840,19840,24.65,Centigrados
19841,19841,13.13,Centigrados
19842,19842,17.65,Centigrados
19843,19843,15.71,Centigrados
19844,19844,22.23,Centigrados
19845,19845,16.83,Centigrados
19846,19846,16.45,Centigrados
19847,19847,12.85,Centigrados
19848,19848,26.9,Centigrados
19849,19849,15.75,Centigrados
19850,19850,24.94,Centigrados
19851,19851,22.21,Centigrados
19852,19852,26.4,Centigrados
19853,19853,17.16,Centigrados
19854,19854,24.64,Centigrados
19855,19855,19.48,Centigrados
19856,19856,25.74,Centigrados
19857,19857,22.29,Centigrados
19858,19858,14.7,Centigrados
19859,19859,19.65,Centigrados
19860,19860,23.12,Centigrados
19861,19861,20.41,Centigrados
19862,19862,24.08,Centigrados
19863,19863,13.29,Centigrados
19864,19864,15.44,Centigrados
19865,19865,17.45,Centigrados
19866,19866,22.88,Centigrados
19867,19867,20.84,Centigrados
19868,19868,17.47,Centigrados
19869,19869,24.45,Centigrados
19870,19870,16.34,Centigrados
19871,19871,22.82,Centigrados
19872,19872,17.69,Centigrados
19873,19873,20.41,Centigrados
19874,19874,16.9,Centigrados
19875,19875,14.04,Centigrados
19876,19876,26.09,Centigrados
19877,19877,12.65,Centigrados
19878,19878,19.05,Centigrados
19879,19879,26.22,Centigrados
19880,19880,25.3,Centigrados
19881,19881,20.33,Centigrados
19882,19882,24.94,Centigrados
