ID_Partido,Liga,Temporada,Fecha,Hora,Equipo Local,Goles Equipo Local,Equipo Visitante,Goles Equipo Visitante,Temperatura,Altitud
17424,Bundesliga,1993-94,4/6/1994,10:53:09,FC Köln,3,SG Wattenscheid 09,2,21.01,177
17425,Bundesliga,1993-94,4/6/1994,10:53:09,Hamburger SV,0,Borussia Dortmund,0,26.72,224
17426,Bundesliga,1993-94,4/6/1994,10:53:09,1. FC Kaiserslautern,1,RB Leipzig,0,28.33,244
17427,Bundesliga,1993-94,4/6/1994,10:53:09,Karlsruher SC,1,Dinamo Dresde,0,19.99,301
17428,Bundesliga,1993-94,4/6/1994,10:53:09,Borussia Mönchengladbach,2,Bayern de Múnich,0,19.27,106
17429,Bundesliga,1993-94,4/6/1994,10:53:09,F. C. Núremberg,1,VfB Stuttgart,0,21.01,352
17430,Bundesliga,1993-94,4/6/1994,11:01:48,FC Schalke 04,1,Bayer 04 Leverkusen,1,15.11,199
17431,Bundesliga,1993-94,4/6/1994,11:01:48,Werder Bremen,3,SC Friburgo,2,19.58,318
17432,Bundesliga,1993-94,4/9/1994,11:01:48,Bayern de Múnich,2,Ein Frankfurt,1,18.04,94
17433,Bundesliga,1993-94,4/9/1994,11:01:48,Borussia Dortmund,2,FC Köln,1,27.54,153
17434,Bundesliga,1993-94,4/9/1994,11:03:14,Dinamo Dresde,1,FC Schalke 04,0,19.99,55
17435,Bundesliga,1993-94,4/9/1994,11:03:14,MSV Duisburg,1,1. FC Kaiserslautern,7,21.92,101
17436,Bundesliga,1993-94,4/9/1994,11:03:14,Hamburger SV,1,Werder Bremen,1,28.24,238
17437,Bundesliga,1993-94,4/9/1994,11:03:14,RB Leipzig,0,F. C. Núremberg,2,21.66,216
17438,Bundesliga,1993-94,4/9/1994,11:03:14,Bayer 04 Leverkusen,2,SC Friburgo,1,15.95,294
17439,Bundesliga,1993-94,4/9/1994,11:03:14,VfB Stuttgart,3,Karlsruher SC,0,27.57,100
17440,Bundesliga,1993-94,4/9/1994,11:11:56,SG Wattenscheid 09,3,Borussia Mönchengladbach,1,25.02,97
17441,Bundesliga,1993-94,4/16/1994,11:13:22,Eintracht Fráncfort,5,SG Wattenscheid 09,1,23.45,201
17442,Bundesliga,1993-94,4/16/1994,11:13:22,FC Köln,3,Hamburger SV,0,18.97,269
17443,Bundesliga,1993-94,4/16/1994,11:13:22,SC Friburgo,0,Dinamo Dresde,1,16.84,47
17444,Bundesliga,1993-94,4/16/1994,11:13:22,1. FC Kaiserslautern,4,Bayern de Múnich,0,18.76,171
17445,Bundesliga,1993-94,4/16/1994,11:13:22,Karlsruher SC,3,RB Leipzig,2,23.21,331
17446,Bundesliga,1993-94,4/16/1994,11:13:22,Borussia Mönchengladbach,0,Borussia Dortmund,0,16.11,369
17447,Bundesliga,1993-94,4/16/1994,11:13:22,F. C. Núremberg,0,MSV Duisburg,0,18.16,70
17448,Bundesliga,1993-94,4/16/1994,11:13:22,FC Schalke 04,0,VfB Stuttgart,1,14.23,55
17449,Bundesliga,1993-94,4/16/1994,11:13:22,Werder Bremen,2,Bayer 04 Leverkusen,1,26.88,45
17450,Bundesliga,1993-94,4/23/1994,11:17:42,Borussia Dortmund,2,Ein Frankfurt,0,22.24,164
17451,Bundesliga,1993-94,4/23/1994,11:17:42,MSV Duisburg,1,Karlsruher SC,2,25.8,66
17452,Bundesliga,1993-94,4/23/1994,11:17:42,Hamburger SV,1,Borussia Mönchengladbach,3,31.36,86
17453,Bundesliga,1993-94,4/23/1994,11:17:42,RB Leipzig,2,FC Schalke 04,2,29.83,268
17454,Bundesliga,1993-94,4/23/1994,11:17:42,Bayer 04 Leverkusen,1,Dinamo Dresde,1,27.75,147
17455,Bundesliga,1993-94,4/23/1994,11:17:42,VfB Stuttgart,0,SC Friburgo,4,16.34,259
17456,Bundesliga,1993-94,4/23/1994,11:17:42,SG Wattenscheid 09,0,1. FC Kaiserslautern,2,25.37,286
17457,Bundesliga,1993-94,4/23/1994,11:17:42,Werder Bremen,3,FC Köln,1,20.08,336
17458,Bundesliga,1993-94,4/30/1994,11:17:42,Dinamo Dresde,1,Werder Bremen,0,22.5,60
17459,Bundesliga,1993-94,4/30/1994,11:19:08,Eintracht Fráncfort,1,Hamburger SV,1,25.74,128
17460,Bundesliga,1993-94,4/30/1994,11:32:06,SC Friburgo,1,RB Leipzig,0,31,61
17461,Bundesliga,1993-94,4/30/1994,11:32:06,1. FC Kaiserslautern,2,Borussia Dortmund,0,17.98,91
17462,Bundesliga,1993-94,4/30/1994,11:32:06,Karlsruher SC,1,Bayern de Múnich,1,31.16,287
17463,Bundesliga,1993-94,4/30/1994,11:33:32,Bayer 04 Leverkusen,1,VfB Stuttgart,1,26.44,369
17464,Bundesliga,1993-94,4/30/1994,11:33:32,Borussia Mönchengladbach,4,FC Köln,1,23.08,140
17465,Bundesliga,1993-94,4/30/1994,11:33:32,F. C. Núremberg,4,SG Wattenscheid 09,1,16.98,145
17466,Bundesliga,1993-94,4/30/1994,11:33:32,FC Schalke 04,1,MSV Duisburg,3,21.4,322
17467,Bundesliga,1993-94,5/7/1994,11:33:32,Bayern de Múnich,2,FC Schalke 04,0,19.98,145
17468,Bundesliga,1993-94,5/7/1994,11:33:32,Borussia Dortmund,4,F. C. Núremberg,1,23.62,345
17469,Bundesliga,1993-94,5/7/1994,11:33:32,MSV Duisburg,0,SC Friburgo,2,32.51,196
17470,Bundesliga,1993-94,5/7/1994,11:42:10,FC Köln,2,Ein Frankfurt,3,23.79,54
17471,Bundesliga,1993-94,5/7/1994,11:43:37,Hamburger SV,1,1. FC Kaiserslautern,3,17.89,132
17472,Bundesliga,1993-94,5/7/1994,11:43:37,RB Leipzig,2,Bayer 04 Leverkusen,3,22.85,141
17473,Bundesliga,1993-94,5/7/1994,11:43:37,VfB Stuttgart,3,Dinamo Dresde,0,23.47,273
17474,Bundesliga,1993-94,5/7/1994,11:43:37,SG Wattenscheid 09,5,Karlsruher SC,1,32.78,252
17475,Bundesliga,1993-94,5/7/1994,11:43:37,Werder Bremen,4,Borussia Mönchengladbach,2,33.36,113
17476,Bundesliga,1994-95,8/19/1994,11:43:37,Bayer 04 Leverkusen,0,1. FC Kaiserslautern,1,30.03,127
17477,Bundesliga,1994-95,8/19/1994,11:43:37,FC Schalke 04,1,Borussia Mönchengladbach,1,34.43,195
17478,Bundesliga,1994-95,8/19/1994,11:43:37,VfB Stuttgart,2,Hamburger SV,1,32.53,229
17479,Bundesliga,1994-95,8/20/1994,11:43:37,Bayern de Múnich,3,VfL Bochum,1,32.21,296
17480,Bundesliga,1994-95,8/20/1994,11:52:15,Borussia Dortmund,4,TSV 1860 Múnich,0,31.73,320
17481,Bundesliga,1994-95,8/20/1994,11:52:15,Dinamo Dresde,1,Werder Bremen,1,29.56,341
17482,Bundesliga,1994-95,8/20/1994,11:52:15,Eintracht Fráncfort,0,FC Köln,0,28.52,59
17483,Bundesliga,1994-95,8/20/1994,11:53:42,Karlsruher SC,2,SC Friburgo,0,29.82,200
17484,Bundesliga,1994-95,8/20/1994,11:53:42,KFC Uerdingen 05,1,MSV Duisburg,1,26.94,209
17485,Bundesliga,1994-95,8/23/1994,11:53:42,VfL Bochum,2,Dinamo Dresde,0,31.11,263
17486,Bundesliga,1994-95,8/23/1994,11:53:42,FC Köln,1,Borussia Dortmund,6,36.43,157
17487,Bundesliga,1994-95,8/23/1994,11:53:42,SC Friburgo,5,Bayern de Múnich,1,31.13,185
17488,Bundesliga,1994-95,8/23/1994,11:53:42,1. FC Kaiserslautern,1,Ein Frankfurt,1,32.06,80
17489,Bundesliga,1994-95,8/23/1994,11:53:42,TSV 1860 Múnich,0,VfB Stuttgart,2,27.35,238
17490,Bundesliga,1994-95,8/24/1994,12:02:20,MSV Duisburg,2,FC Schalke 04,2,29.7,372
17491,Bundesliga,1994-95,8/24/1994,12:03:46,Hamburger SV,0,KFC Uerdingen 05,0,26.09,163
17492,Bundesliga,1994-95,8/24/1994,12:03:46,Borussia Mönchengladbach,2,Karlsruher SC,2,25.85,175
17493,Bundesliga,1994-95,8/24/1994,12:03:46,Werder Bremen,3,Bayer 04 Leverkusen,2,33.57,226
17494,Bundesliga,1994-95,8/26/1994,12:03:46,Borussia Dortmund,2,1. FC Kaiserslautern,1,30.66,164
17495,Bundesliga,1994-95,8/26/1994,12:03:46,Dinamo Dresde,1,SC Friburgo,3,32.46,294
17496,Bundesliga,1994-95,8/27/1994,12:03:46,Bayern de Múnich,3,Borussia Mönchengladbach,0,34.22,259
17497,Bundesliga,1994-95,8/27/1994,12:03:46,Karlsruher SC,4,MSV Duisburg,1,35.39,259
17498,Bundesliga,1994-95,8/27/1994,12:03:46,FC Schalke 04,0,Hamburger SV,1,34.72,70
17499,Bundesliga,1994-95,8/27/1994,12:03:46,VfB Stuttgart,2,FC Köln,2,36.94,129
17500,Bundesliga,1994-95,8/27/1994,12:08:06,KFC Uerdingen 05,1,TSV 1860 Múnich,1,31.24,275
17501,Bundesliga,1994-95,8/27/1994,12:08:06,Werder Bremen,3,VfL Bochum,0,31.03,321
17502,Bundesliga,1994-95,8/28/1994,12:08:06,Bayer 04 Leverkusen,4,Ein Frankfurt,0,33.44,366
17503,Bundesliga,1994-95,9/2/1994,12:08:06,MSV Duisburg,0,Bayern de Múnich,3,33.43,313
17504,Bundesliga,1994-95,9/2/1994,12:08:06,SC Friburgo,1,Werder Bremen,3,30.99,78
17505,Bundesliga,1994-95,9/2/1994,12:08:06,Borussia Mönchengladbach,2,Dinamo Dresde,0,33.88,230
17506,Bundesliga,1994-95,9/3/1994,12:08:06,VfL Bochum,1,Bayer 04 Leverkusen,3,32.08,207
17507,Bundesliga,1994-95,9/3/1994,12:08:06,Eintracht Fráncfort,4,Borussia Dortmund,1,29.68,49
17508,Bundesliga,1994-95,9/3/1994,12:08:06,FC Köln,2,KFC Uerdingen 05,0,35.5,115
17509,Bundesliga,1994-95,9/3/1994,12:09:32,Hamburger SV,3,Karlsruher SC,1,26.42,61
17510,Bundesliga,1994-95,9/3/1994,12:22:30,1. FC Kaiserslautern,3,VfB Stuttgart,2,34.49,194
17511,Bundesliga,1994-95,9/3/1994,12:22:30,TSV 1860 Múnich,0,FC Schalke 04,1,36.82,262
17512,Bundesliga,1994-95,9/17/1994,12:22:30,Bayern de Múnich,1,Hamburger SV,1,36.2,304
17513,Bundesliga,1994-95,9/17/1994,12:22:30,VfL Bochum,1,SC Friburgo,3,29.9,374
17514,Bundesliga,1994-95,9/17/1994,12:23:56,Dinamo Dresde,4,MSV Duisburg,2,27.27,78
17515,Bundesliga,1994-95,9/17/1994,12:23:56,Karlsruher SC,3,TSV 1860 Múnich,1,31.41,102
17516,Bundesliga,1994-95,9/17/1994,12:23:56,Bayer 04 Leverkusen,2,Borussia Dortmund,2,27.23,111
17517,Bundesliga,1994-95,9/17/1994,12:23:56,FC Schalke 04,3,FC Köln,1,29.76,309
17518,Bundesliga,1994-95,9/17/1994,12:23:56,VfB Stuttgart,4,Ein Frankfurt,1,29.58,218
17519,Bundesliga,1994-95,9/17/1994,12:23:56,KFC Uerdingen 05,1,1. FC Kaiserslautern,3,33.77,185
17520,Bundesliga,1994-95,9/17/1994,12:32:34,Werder Bremen,1,Borussia Mönchengladbach,0,31.91,146
17521,Bundesliga,1994-95,9/21/1994,12:34:01,TSV 1860 Múnich,1,Bayern de Múnich,3,35.61,171
17522,Bundesliga,1994-95,9/23/1994,12:34:01,Eintracht Fráncfort,0,KFC Uerdingen 05,3,32.31,300
17523,Bundesliga,1994-95,9/23/1994,12:34:01,FC Köln,3,Karlsruher SC,4,33.97,198
17524,Bundesliga,1994-95,9/24/1994,12:34:01,Borussia Dortmund,5,VfB Stuttgart,0,24.66,272
17525,Bundesliga,1994-95,9/24/1994,12:34:01,MSV Duisburg,0,Werder Bremen,2,26.14,103
17526,Bundesliga,1994-95,9/24/1994,12:34:01,SC Friburgo,1,Bayer 04 Leverkusen,1,29.06,105
17527,Bundesliga,1994-95,9/24/1994,12:34:01,Hamburger SV,2,Dinamo Dresde,1,34.71,144
17528,Bundesliga,1994-95,9/24/1994,12:34:01,1. FC Kaiserslautern,3,FC Schalke 04,1,30.97,335
17529,Bundesliga,1994-95,9/24/1994,12:34:01,Borussia Mönchengladbach,7,VfL Bochum,1,29.33,163
17530,Bundesliga,1994-95,9/30/1994,12:42:39,VfL Bochum,1,MSV Duisburg,0,29.19,128
17531,Bundesliga,1994-95,9/30/1994,12:42:39,Dinamo Dresde,1,TSV 1860 Múnich,1,34.98,296
17532,Bundesliga,1994-95,10/1/1994,12:42:39,Bayern de Múnich,2,FC Köln,2,25.84,162
17533,Bundesliga,1994-95,10/1/1994,12:42:39,Karlsruher SC,3,1. FC Kaiserslautern,3,31.04,266
17534,Bundesliga,1994-95,10/1/1994,12:44:06,Bayer 04 Leverkusen,3,VfB Stuttgart,1,32.11,353
17535,Bundesliga,1994-95,10/1/1994,12:44:06,FC Schalke 04,0,Ein Frankfurt,0,29.73,252
17536,Bundesliga,1994-95,10/1/1994,12:44:06,KFC Uerdingen 05,0,Borussia Dortmund,2,26.6,365
17537,Bundesliga,1994-95,10/2/1994,12:44:06,SC Friburgo,1,Borussia Mönchengladbach,1,28.06,201
17538,Bundesliga,1994-95,10/5/1994,12:44:06,1. FC Kaiserslautern,1,Bayern de Múnich,1,30.97,145
17539,Bundesliga,1994-95,10/6/1994,12:44:06,Werder Bremen,1,Hamburger SV,4,28.86,108
17540,Bundesliga,1994-95,10/8/1994,12:52:44,Borussia Dortmund,3,FC Schalke 04,2,31.32,276
17541,Bundesliga,1994-95,10/8/1994,12:54:10,MSV Duisburg,1,SC Friburgo,2,19.85,276
17542,Bundesliga,1994-95,10/8/1994,12:54:10,Eintracht Fráncfort,1,Karlsruher SC,0,20.43,281
17543,Bundesliga,1994-95,10/8/1994,12:54:10,FC Köln,1,Dinamo Dresde,2,30.36,223
17544,Bundesliga,1994-95,10/8/1994,12:54:10,Hamburger SV,3,VfL Bochum,1,21.06,225
17545,Bundesliga,1994-95,10/8/1994,12:54:10,Borussia Mönchengladbach,3,Bayer 04 Leverkusen,3,25.11,107
17546,Bundesliga,1994-95,10/8/1994,12:54:10,TSV 1860 Múnich,1,Werder Bremen,2,27.14,340
17547,Bundesliga,1994-95,10/8/1994,12:54:10,VfB Stuttgart,3,KFC Uerdingen 05,1,30.17,346
17548,Bundesliga,1994-95,10/15/1994,12:54:10,Bayern de Múnich,3,Ein Frankfurt,3,26.55,112
17549,Bundesliga,1994-95,10/15/1994,12:54:10,VfL Bochum,2,TSV 1860 Múnich,2,21.21,110
17550,Bundesliga,1994-95,10/15/1994,1:02:49,Dinamo Dresde,1,1. FC Kaiserslautern,0,23.75,304
17551,Bundesliga,1994-95,10/15/1994,1:04:15,SC Friburgo,3,Hamburger SV,0,32.63,93
17552,Bundesliga,1994-95,10/15/1994,1:04:15,Karlsruher SC,0,Borussia Dortmund,0,22.84,315
17553,Bundesliga,1994-95,10/15/1994,1:04:15,Bayer 04 Leverkusen,1,KFC Uerdingen 05,1,20.75,193
17554,Bundesliga,1994-95,10/15/1994,1:04:15,Borussia Mönchengladbach,1,MSV Duisburg,0,23.01,161
17555,Bundesliga,1994-95,10/15/1994,1:04:15,FC Schalke 04,1,VfB Stuttgart,1,22.86,324
17556,Bundesliga,1994-95,10/15/1994,1:04:15,Werder Bremen,2,FC Köln,2,22.16,166
17557,Bundesliga,1994-95,10/22/1994,1:04:15,Borussia Dortmund,1,Bayern de Múnich,0,26.44,135
17558,Bundesliga,1994-95,10/22/1994,1:04:15,MSV Duisburg,0,Bayer 04 Leverkusen,2,24.18,197
17559,Bundesliga,1994-95,10/22/1994,1:04:15,Eintracht Fráncfort,2,Dinamo Dresde,0,30.58,124
17560,Bundesliga,1994-95,10/22/1994,1:22:58,FC Köln,2,VfL Bochum,1,30.68,229
17561,Bundesliga,1994-95,10/22/1994,1:24:25,Hamburger SV,1,Borussia Mönchengladbach,2,22.82,62
17562,Bundesliga,1994-95,10/22/1994,1:24:25,TSV 1860 Múnich,4,SC Friburgo,0,22,131
17563,Bundesliga,1994-95,10/22/1994,1:24:25,VfB Stuttgart,4,Karlsruher SC,0,29.96,233
17564,Bundesliga,1994-95,10/22/1994,1:24:25,KFC Uerdingen 05,1,FC Schalke 04,1,21.85,299
17565,Bundesliga,1994-95,10/23/1994,1:24:25,1. FC Kaiserslautern,1,Werder Bremen,1,33.17,291
17566,Bundesliga,1994-95,10/28/1994,1:24:25,VfL Bochum,0,1. FC Kaiserslautern,2,30.89,113
17567,Bundesliga,1994-95,10/29/1994,1:24:25,Bayern de Múnich,2,VfB Stuttgart,2,29.94,162
17568,Bundesliga,1994-95,10/29/1994,1:24:25,Dinamo Dresde,0,Borussia Dortmund,1,20.93,135
17569,Bundesliga,1994-95,10/29/1994,1:24:25,SC Friburgo,4,FC Köln,2,20.81,167
17570,Bundesliga,1994-95,10/29/1994,1:33:03,Karlsruher SC,2,KFC Uerdingen 05,1,31.89,169
17571,Bundesliga,1994-95,10/29/1994,1:34:30,Bayer 04 Leverkusen,2,FC Schalke 04,2,23.47,153
17572,Bundesliga,1994-95,10/29/1994,1:34:30,Borussia Mönchengladbach,2,TSV 1860 Múnich,0,24.58,238
17573,Bundesliga,1994-95,10/29/1994,1:34:30,Werder Bremen,2,Ein Frankfurt,0,19.57,277
17574,Bundesliga,1994-95,10/30/1994,1:34:30,MSV Duisburg,0,Hamburger SV,5,23.1,206
17575,Bundesliga,1994-95,11/4/1994,1:34:30,FC Schalke 04,0,Karlsruher SC,0,19.97,244
17576,Bundesliga,1994-95,11/4/1994,1:34:30,VfB Stuttgart,4,Dinamo Dresde,2,22.51,236
17577,Bundesliga,1994-95,11/5/1994,1:34:30,Eintracht Fráncfort,2,VfL Bochum,1,22.22,198
17578,Bundesliga,1994-95,11/5/1994,1:34:30,FC Köln,1,Borussia Mönchengladbach,3,13.49,373
17579,Bundesliga,1994-95,11/5/1994,1:34:30,Hamburger SV,1,Bayer 04 Leverkusen,2,19.12,100
17580,Bundesliga,1994-95,11/5/1994,1:43:08,1. FC Kaiserslautern,3,SC Friburgo,2,12.67,187
17581,Bundesliga,1994-95,11/5/1994,1:44:34,TSV 1860 Múnich,1,MSV Duisburg,1,22.35,124
17582,Bundesliga,1994-95,11/5/1994,1:44:34,KFC Uerdingen 05,1,Bayern de Múnich,1,24.35,206
17583,Bundesliga,1994-95,11/6/1994,1:44:34,Borussia Dortmund,2,Werder Bremen,0,24.29,161
17584,Bundesliga,1994-95,11/11/1994,1:44:34,VfL Bochum,0,Borussia Dortmund,2,21.08,194
17585,Bundesliga,1994-95,11/11/1994,1:44:34,Borussia Mönchengladbach,4,1. FC Kaiserslautern,0,15.61,160
17586,Bundesliga,1994-95,11/12/1994,1:44:34,Bayern de Múnich,2,FC Schalke 04,0,14.95,164
17587,Bundesliga,1994-95,11/12/1994,1:44:34,Dinamo Dresde,1,KFC Uerdingen 05,2,16.03,221
17588,Bundesliga,1994-95,11/12/1994,1:44:34,MSV Duisburg,1,FC Köln,3,15.17,105
17589,Bundesliga,1994-95,11/12/1994,1:44:34,SC Friburgo,2,Ein Frankfurt,0,18.72,93
17590,Bundesliga,1994-95,11/12/1994,1:53:13,Bayer 04 Leverkusen,0,Karlsruher SC,0,20.53,373
17591,Bundesliga,1994-95,11/12/1994,1:54:39,Werder Bremen,4,VfB Stuttgart,0,13.41,191
17592,Bundesliga,1994-95,11/13/1994,1:54:39,Hamburger SV,3,TSV 1860 Múnich,0,23.51,94
17593,Bundesliga,1994-95,11/18/1994,1:54:39,FC Köln,1,Hamburger SV,1,26.15,270
17594,Bundesliga,1994-95,11/18/1994,1:54:39,FC Schalke 04,4,Dinamo Dresde,0,13.05,132
17595,Bundesliga,1994-95,11/19/1994,1:54:39,Borussia Dortmund,1,SC Friburgo,1,12.93,189
17596,Bundesliga,1994-95,11/19/1994,1:54:39,Eintracht Fráncfort,2,Borussia Mönchengladbach,1,25.39,45
17597,Bundesliga,1994-95,11/19/1994,1:54:39,1. FC Kaiserslautern,1,MSV Duisburg,0,18.84,240
17598,Bundesliga,1994-95,11/19/1994,1:54:39,Karlsruher SC,2,Bayern de Múnich,2,20.4,63
17599,Bundesliga,1994-95,11/19/1994,1:54:39,TSV 1860 Múnich,1,Bayer 04 Leverkusen,1,17.44,356
17600,Bundesliga,1994-95,11/19/1994,2:03:18,VfB Stuttgart,2,VfL Bochum,2,13.09,131
17601,Bundesliga,1994-95,11/19/1994,2:04:44,KFC Uerdingen 05,1,Werder Bremen,3,23.9,153
17602,Bundesliga,1994-95,11/25/1994,2:04:44,VfL Bochum,2,KFC Uerdingen 05,1,17.03,86
17603,Bundesliga,1994-95,11/25/1994,2:04:44,Werder Bremen,2,FC Schalke 04,1,23.93,102
17604,Bundesliga,1994-95,11/26/1994,2:04:44,Bayern de Múnich,2,Bayer 04 Leverkusen,1,22.12,336
17605,Bundesliga,1994-95,11/26/1994,2:04:44,Dinamo Dresde,1,Karlsruher SC,1,22.94,230
17606,Bundesliga,1994-95,11/26/1994,2:04:44,FC Köln,2,TSV 1860 Múnich,1,15.36,327
17607,Bundesliga,1994-95,11/26/1994,2:04:44,SC Friburgo,2,VfB Stuttgart,0,20.43,135
17608,Bundesliga,1994-95,11/26/1994,2:04:44,Hamburger SV,0,1. FC Kaiserslautern,0,14.88,240
17609,Bundesliga,1994-95,11/26/1994,2:04:44,Borussia Mönchengladbach,3,Borussia Dortmund,3,15.1,257
17610,Bundesliga,1994-95,11/27/1994,2:13:22,MSV Duisburg,1,Ein Frankfurt,0,23.41,320
17611,Bundesliga,1994-95,11/29/1994,2:14:49,VfL Bochum,0,Karlsruher SC,1,27.84,203
17612,Bundesliga,1994-95,11/29/1994,2:14:49,FC Köln,0,1. FC Kaiserslautern,1,20.14,285
17613,Bundesliga,1994-95,11/29/1994,2:14:49,Borussia Mönchengladbach,1,KFC Uerdingen 05,0,14.39,142
17614,Bundesliga,1994-95,12/2/1994,2:14:49,1. FC Kaiserslautern,1,TSV 1860 Múnich,1,25.1,233
17615,Bundesliga,1994-95,12/3/1994,2:14:49,Bayern de Múnich,2,Dinamo Dresde,1,13.19,314
17616,Bundesliga,1994-95,12/3/1994,2:14:49,Borussia Dortmund,1,MSV Duisburg,0,9,271
17617,Bundesliga,1994-95,12/3/1994,2:14:49,Eintracht Fráncfort,2,Hamburger SV,0,9.08,235
17618,Bundesliga,1994-95,12/3/1994,2:14:49,Karlsruher SC,3,Werder Bremen,1,21.86,353
17619,Bundesliga,1994-95,12/3/1994,2:14:49,Bayer 04 Leverkusen,3,FC Köln,1,15.4,122
17620,Bundesliga,1994-95,12/3/1994,2:23:27,FC Schalke 04,3,VfL Bochum,2,9.27,146
17621,Bundesliga,1994-95,12/3/1994,2:24:54,VfB Stuttgart,2,Borussia Mönchengladbach,4,20.77,314
17622,Bundesliga,1994-95,12/3/1994,2:24:54,KFC Uerdingen 05,0,SC Friburgo,2,9.96,257
17623,Bundesliga,1994-95,12/10/1994,2:24:54,Dinamo Dresde,1,Bayer 04 Leverkusen,1,20.85,79
17624,Bundesliga,1994-95,12/10/1994,2:24:54,MSV Duisburg,2,VfB Stuttgart,0,12.46,137
17625,Bundesliga,1994-95,12/10/1994,2:24:54,SC Friburgo,3,FC Schalke 04,0,12.37,79
17626,Bundesliga,1994-95,12/10/1994,2:24:54,Hamburger SV,0,Borussia Dortmund,4,17.51,149
17627,Bundesliga,1994-95,12/10/1994,2:24:54,TSV 1860 Múnich,2,Ein Frankfurt,1,14.66,50
17628,Bundesliga,1994-95,12/10/1994,2:24:54,Werder Bremen,0,Bayern de Múnich,0,22.94,186
17629,Bundesliga,1994-95,2/17/1995,2:24:54,MSV Duisburg,2,KFC Uerdingen 05,0,22.24,296
17630,Bundesliga,1994-95,2/17/1995,2:33:32,FC Köln,3,Ein Frankfurt,0,15.68,172
17631,Bundesliga,1994-95,2/17/1995,2:33:32,SC Friburgo,2,Karlsruher SC,1,16.49,198
17632,Bundesliga,1994-95,2/18/1995,2:34:58,VfL Bochum,1,Bayern de Múnich,2,20.34,165
17633,Bundesliga,1994-95,2/18/1995,2:34:58,Hamburger SV,0,VfB Stuttgart,2,21.26,305
17634,Bundesliga,1994-95,2/18/1995,2:34:58,1. FC Kaiserslautern,1,Bayer 04 Leverkusen,0,16.86,321
17635,Bundesliga,1994-95,2/18/1995,2:34:58,Borussia Mönchengladbach,0,FC Schalke 04,1,23.04,57
17636,Bundesliga,1994-95,2/18/1995,2:34:58,TSV 1860 Múnich,1,Borussia Dortmund,5,11.19,204
17637,Bundesliga,1994-95,2/18/1995,2:34:58,Werder Bremen,1,Dinamo Dresde,0,12.63,53
17638,Bundesliga,1994-95,2/25/1995,2:34:58,Bayern de Múnich,2,SC Friburgo,2,13.49,370
17639,Bundesliga,1994-95,2/25/1995,2:34:58,Borussia Dortmund,2,FC Köln,1,14.26,104
17640,Bundesliga,1994-95,2/25/1995,2:37:51,Dinamo Dresde,0,VfL Bochum,2,12.31,225
17641,Bundesliga,1994-95,2/25/1995,2:39:18,Eintracht Fráncfort,1,1. FC Kaiserslautern,3,18.81,77
17642,Bundesliga,1994-95,2/25/1995,2:39:18,Bayer 04 Leverkusen,1,Werder Bremen,2,21.84,367
17643,Bundesliga,1994-95,2/25/1995,2:39:18,FC Schalke 04,0,MSV Duisburg,0,18.18,354
17644,Bundesliga,1994-95,2/25/1995,2:39:18,VfB Stuttgart,1,TSV 1860 Múnich,1,12.99,256
17645,Bundesliga,1994-95,2/25/1995,2:39:18,KFC Uerdingen 05,4,Hamburger SV,1,23.26,74
17646,Bundesliga,1994-95,2/26/1995,2:39:18,Karlsruher SC,2,Borussia Mönchengladbach,4,18.69,228
17647,Bundesliga,1994-95,3/4/1995,2:39:18,VfL Bochum,1,Werder Bremen,3,24.52,49
17648,Bundesliga,1994-95,3/4/1995,2:39:18,MSV Duisburg,0,Karlsruher SC,0,22.71,189
17649,Bundesliga,1994-95,3/4/1995,2:40:44,Eintracht Fráncfort,2,Bayer 04 Leverkusen,0,21.65,91
17650,Bundesliga,1994-95,3/4/1995,2:43:37,SC Friburgo,3,Dinamo Dresde,1,17.75,307
17651,Bundesliga,1994-95,3/4/1995,2:45:03,Hamburger SV,3,FC Schalke 04,0,19.54,47
17652,Bundesliga,1994-95,3/4/1995,2:45:03,1. FC Kaiserslautern,1,Borussia Dortmund,0,23.21,244
17653,Bundesliga,1994-95,3/4/1995,2:45:03,Borussia Mönchengladbach,2,Bayern de Múnich,2,20.39,182
17654,Bundesliga,1994-95,3/5/1995,2:45:03,FC Köln,1,VfB Stuttgart,0,23.05,232
17655,Bundesliga,1994-95,3/10/1995,2:45:03,Bayern de Múnich,1,MSV Duisburg,1,24.38,305
17656,Bundesliga,1994-95,3/10/1995,2:45:03,Werder Bremen,5,SC Friburgo,1,18.55,242
17657,Bundesliga,1994-95,3/11/1995,2:45:03,Borussia Dortmund,1,Ein Frankfurt,1,18.69,268
17658,Bundesliga,1994-95,3/11/1995,2:45:03,Dinamo Dresde,0,Borussia Mönchengladbach,3,21.73,260
17659,Bundesliga,1994-95,3/11/1995,2:45:03,Karlsruher SC,2,Hamburger SV,0,18.22,118
17660,Bundesliga,1994-95,3/11/1995,2:53:42,Bayer 04 Leverkusen,1,VfL Bochum,3,25.88,239
17661,Bundesliga,1994-95,3/11/1995,2:53:42,VfB Stuttgart,2,1. FC Kaiserslautern,2,22.77,164
17662,Bundesliga,1994-95,3/11/1995,2:55:08,KFC Uerdingen 05,0,FC Köln,0,25.49,156
17663,Bundesliga,1994-95,3/12/1995,2:55:08,FC Schalke 04,6,TSV 1860 Múnich,2,19.09,159
